year,month,day,variety,lte,site,meanC,date
2017,Feb,14,Pinot gris,-23.8,Naramata Bench,-3.3,2017-02-14
2017,Feb,14,Pinot gris,-25.2,"OK Falls, east",-3.3,2017-02-14
2017,Feb,14,Pinot gris,-25.7,Oliver east,-3.3,2017-02-14
2017,Feb,14,Pinot noir,-24.4,Naramata Bench,-3.3,2017-02-14
2017,Feb,14,Cabernet Franc,-25.6,"Osoyoos, southeast ",-3.3,2017-02-14
2017,Feb,14,Cabernet Franc,-24.9,Black Sage,-3.3,2017-02-14
2017,Feb,14,Shiraz,-23.2,Osoyoos northeast,-3.3,2017-02-14
2017,Feb,14,Shiraz,-23.4,"Osoyoos, southeast ",-3.3,2017-02-14
2017,Feb,14,Riesling,-25.1,Oliver east,-3.3,2017-02-14
2017,Feb,14,Sauvignon blanc,-23.1,Oliver east,-3.3,2017-02-14
2017,Feb,14,Sauvignon blanc,-22.1,Oliver east,-3.3,2017-02-14
2017,Feb,14,Shiraz,-22.9,Osoyoos northeast,-3.3,2017-02-14
2017,Feb,14,Shiraz,-24,"Osoyoos, southeast ",-3.3,2017-02-14
2017,Feb,14,Shiraz,-24.4,"Osoyoos, southeast ",-3.3,2017-02-14
2017,Feb,14,Shiraz,-24.3,Black Sage,-3.3,2017-02-14
2017,Feb,28,Cabernet Franc,-23.9,Black Sage,-6.5,2017-02-28
2017,Feb,28,Cabernet Franc,-23.8,Oliver east,-6.5,2017-02-28
2017,Feb,28,Cabernet Sauvignon,-22,"Osoyoos, southeast ",-6.5,2017-02-28
2017,Feb,28,Cabernet Sauvignon,-22.1,Black Sage,-6.5,2017-02-28
2017,Feb,28,Cabernet Sauvignon,-21.9,Osoyoos northeast,-6.5,2017-02-28
2017,Feb,28,Gewurztraminer,-21.2,Oliver east,-6.5,2017-02-28
2017,Feb,28,Merlot,-21.8,Osoyoos west,-6.5,2017-02-28
2017,Feb,28,Merlot,-21.1,"Oliver, west",-6.5,2017-02-28
2017,Feb,28,Merlot,-22.3,Osoyoos northeast,-6.5,2017-02-28
2017,Feb,28,Merlot,-22,Black Sage,-6.5,2017-02-28
2017,Feb,28,Cabernet Sauvignon,-21.8,Osoyoos northeast,-6.5,2017-02-28
2017,Feb,28,Chardonnay,-22.8,"Osoyoos, southeast ",-6.5,2017-02-28
2017,Feb,28,Chardonnay,-23.9,Black Sage,-6.5,2017-02-28
2017,Feb,28,Chardonnay,-22.2,Naramata Bench,-6.5,2017-02-28
2017,Feb,28,Chardonnay,-22.7,"OK Falls, east",-6.5,2017-02-28
2017,Feb,28,Chardonnay,-22.8,Oliver east,-6.5,2017-02-28
2017,Feb,28,Gewurztraminer,-21.4,Kelowna,-6.5,2017-02-28
2017,Feb,28,Gewurztraminer,-20.8,"OK Falls, west",-6.5,2017-02-28
2017,Feb,28,Pinot noir,-24.2,Black Sage,-6.5,2017-02-28
2017,Feb,28,Pinot noir,-23.2,Kelowna,-6.5,2017-02-28
2017,Feb,28,Pinot noir,-24.1,Osoyoos northeast,-6.5,2017-02-28
2017,Feb,28,Riesling,-24,Naramata Bench,-6.5,2017-02-28
2017,Feb,28,Riesling,-24.3,Black Sage,-6.5,2017-02-28
2017,Feb,28,Pinot blanc,-23.8,Black Sage,-6.5,2017-02-28
2017,Feb,28,Pinot blanc,-23.8,Oliver east,-6.5,2017-02-28
2017,Feb,28,Pinot gris,-24.7,Oliver east,-6.5,2017-02-28
2017,Feb,28,Pinot gris,-24.3,Black Sage,-6.5,2017-02-28
2017,Feb,28,Pinot gris,-23,Naramata Bench,-6.5,2017-02-28
2017,Feb,28,Pinot gris,-24.6,"OK Falls, east",-6.5,2017-02-28
2017,Feb,28,Pinot gris,-23.7,Oliver east,-6.5,2017-02-28
2017,Feb,28,Pinot noir,-23.7,Naramata Bench,-6.5,2017-02-28
2017,Feb,28,Cabernet Franc,-23.7,"Osoyoos, southeast ",-6.5,2017-02-28
2017,Feb,28,Shiraz,-22.1,Osoyoos northeast,-6.5,2017-02-28
2017,Feb,28,Shiraz,-21.8,Osoyoos northeast,-6.5,2017-02-28
2017,Feb,28,Viognier,-23.7,Osoyoos west,-6.5,2017-02-28
2017,Feb,28,Riesling,-23.9,Oliver east,-6.5,2017-02-28
2017,Feb,28,Sauvignon blanc,-22.2,Oliver east,-6.5,2017-02-28
2017,Feb,28,Riesling,-24.1,Black Sage,-6.5,2017-02-28
2017,Feb,28,Riesling,-23.2,West Kelowna,-6.5,2017-02-28
2017,Feb,28,Shiraz,-21.9,"Osoyoos, southeast ",-6.5,2017-02-28
2017,Feb,28,Shiraz,-23.6,"Osoyoos, southeast ",-6.5,2017-02-28
2017,Feb,28,Sauvignon blanc,-21.9,Oliver east,-6.5,2017-02-28
2017,Feb,28,Shiraz,-22.7,"Osoyoos, southeast ",-6.5,2017-02-28
2017,Feb,28,Shiraz,-22.9,Black Sage,-6.5,2017-02-28
2017,Mar,14,Cabernet Franc,-19,"Osoyoos, southeast ",6.7,2017-03-14
2017,Mar,14,Cabernet Franc,-21.2,Black Sage,6.7,2017-03-14
2017,Mar,14,Chardonnay,-21.1,Oliver east,6.7,2017-03-14
2017,Mar,14,Gewurztraminer,-18,Kelowna,6.7,2017-03-14
2017,Mar,14,Gewurztraminer,-18.6,"OK Falls, west",6.7,2017-03-14
2017,Mar,14,Gewurztraminer,-20.4,Oliver east,6.7,2017-03-14
2017,Mar,14,Cabernet Franc,-21.9,Oliver east,6.7,2017-03-14
2017,Mar,14,Cabernet Sauvignon,-18.6,"Osoyoos, southeast ",6.7,2017-03-14
2017,Mar,14,Cabernet Sauvignon,-20.3,Black Sage,6.7,2017-03-14
2017,Mar,14,Cabernet Sauvignon,-20.5,Osoyoos northeast,6.7,2017-03-14
2017,Mar,14,Cabernet Sauvignon,-20.5,Osoyoos northeast,6.7,2017-03-14
2017,Mar,14,Chardonnay,-19.8,"Osoyoos, southeast ",6.7,2017-03-14
2017,Mar,14,Chardonnay,-20.9,Black Sage,6.7,2017-03-14
2017,Mar,14,Chardonnay,-20.4,Naramata Bench,6.7,2017-03-14
2017,Mar,14,Chardonnay,-20.4,"OK Falls, east",6.7,2017-03-14
2017,Mar,14,Pinot gris,-22.7,"OK Falls, east",6.7,2017-03-14
2017,Mar,14,Pinot gris,-21.9,Oliver east,6.7,2017-03-14
2017,Mar,14,Pinot noir,-17.5,Naramata Bench,6.7,2017-03-14
2017,Mar,14,Pinot noir,-21.2,Black Sage,6.7,2017-03-14
2017,Mar,14,Merlot,-19.7,Osoyoos west,6.7,2017-03-14
2017,Mar,14,Merlot,-18.2,"Oliver, west",6.7,2017-03-14
2017,Mar,14,Merlot,-20.9,Osoyoos northeast,6.7,2017-03-14
2017,Mar,14,Merlot,-19.7,Black Sage,6.7,2017-03-14
2017,Mar,14,Pinot blanc,-21.3,Black Sage,6.7,2017-03-14
2017,Mar,14,Pinot blanc,-19.7,Oliver east,6.7,2017-03-14
2017,Mar,14,Pinot gris,-21.4,Oliver east,6.7,2017-03-14
2017,Mar,14,Pinot gris,-21.9,Black Sage,6.7,2017-03-14
2017,Mar,14,Pinot gris,-17.8,Naramata Bench,6.7,2017-03-14
2017,Mar,14,Sauvignon blanc,-20.3,Oliver east,6.7,2017-03-14
2017,Mar,14,Sauvignon blanc,-20.5,Oliver east,6.7,2017-03-14
2017,Mar,14,Shiraz,-19.9,"Osoyoos, southeast ",6.7,2017-03-14
2017,Mar,14,Shiraz,-19.1,"Osoyoos, southeast ",6.7,2017-03-14
2017,Mar,14,Shiraz,-20.4,"Osoyoos, southeast ",6.7,2017-03-14
2017,Mar,14,Shiraz,-21.5,Black Sage,6.7,2017-03-14
2017,Mar,14,Shiraz,-20.1,Osoyoos northeast,6.7,2017-03-14
2017,Mar,14,Shiraz,-19.9,Osoyoos northeast,6.7,2017-03-14
2017,Mar,14,Viognier,-21.8,Osoyoos west,6.7,2017-03-14
2017,Mar,14,Riesling,-20,Naramata Bench,6.7,2017-03-14
2017,Mar,14,Riesling,-22.1,Black Sage,6.7,2017-03-14
2017,Mar,14,Riesling,-23.4,Black Sage,6.7,2017-03-14
2017,Mar,14,Riesling,-19.6,West Kelowna,6.7,2017-03-14
2017,Mar,14,Riesling,-22.2,Oliver east,6.7,2017-03-14
2017,Mar,14,Pinot noir,-18.9,Kelowna,6.7,2017-03-14
2017,Mar,14,Pinot noir,-21.4,Osoyoos northeast,6.7,2017-03-14
2017,Mar,28,Cabernet Sauvignon,-17.2,Osoyoos northeast,8.15,2017-03-28
2017,Mar,28,Cabernet Sauvignon,-17.4,Osoyoos northeast,8.15,2017-03-28
2017,Mar,28,Chardonnay,-15.6,Naramata Bench,8.15,2017-03-28
2017,Mar,28,Chardonnay,-14.8,"OK Falls, east",8.15,2017-03-28
2017,Mar,28,Chardonnay,-14.3,"Osoyoos, southeast ",8.15,2017-03-28
2017,Mar,28,Chardonnay,-16,Black Sage,8.15,2017-03-28
2017,Mar,28,Shiraz,-15.2,Osoyoos northeast,8.15,2017-03-28
2017,Mar,28,Shiraz,-16.9,Osoyoos northeast,8.15,2017-03-28
2017,Mar,28,Viognier,-16.2,Osoyoos west,8.15,2017-03-28
2017,Mar,28,Cabernet Sauvignon,-14.9,"Osoyoos, southeast ",8.15,2017-03-28
2017,Mar,28,Cabernet Sauvignon,-16.3,Black Sage,8.15,2017-03-28
2017,Mar,28,Pinot blanc,-18.2,Black Sage,8.15,2017-03-28
2017,Mar,28,Pinot blanc,-17.8,Oliver east,8.15,2017-03-28
2017,Mar,28,Pinot gris,-17.5,Oliver east,8.15,2017-03-28
2017,Mar,28,Pinot gris,-17.5,Black Sage,8.15,2017-03-28
2017,Mar,28,Pinot gris,-14.2,Naramata Bench,8.15,2017-03-28
2017,Mar,28,Chardonnay,-15.9,Oliver east,8.15,2017-03-28
2017,Mar,28,Gewurztraminer,-16.2,Kelowna,8.15,2017-03-28
2017,Mar,28,Gewurztraminer,-15.8,"OK Falls, west",8.15,2017-03-28
2017,Mar,28,Gewurztraminer,-16.6,Oliver east,8.15,2017-03-28
2017,Mar,28,Merlot,-15.4,Osoyoos west,8.15,2017-03-28
2017,Mar,28,Merlot,-15.7,"Oliver, west",8.15,2017-03-28
2017,Mar,28,Merlot,-15.7,Osoyoos northeast,8.15,2017-03-28
2017,Mar,28,Riesling,-19.6,Black Sage,8.15,2017-03-28
2017,Mar,28,Riesling,-16.5,West Kelowna,8.15,2017-03-28
2017,Mar,28,Riesling,-18.7,Oliver east,8.15,2017-03-28
2017,Mar,28,Sauvignon blanc,-16.1,Oliver east,8.15,2017-03-28
2017,Mar,28,Sauvignon blanc,-18.4,Oliver east,8.15,2017-03-28
2017,Mar,28,Shiraz,-16.4,"Osoyoos, southeast ",8.15,2017-03-28
2017,Mar,28,Shiraz,-15.6,"Osoyoos, southeast ",8.15,2017-03-28
2017,Mar,28,Shiraz,-16.3,"Osoyoos, southeast ",8.15,2017-03-28
2017,Mar,28,Shiraz,-18.2,Black Sage,8.15,2017-03-28
2017,Mar,28,Cabernet Franc,-13.7,"Osoyoos, southeast ",8.15,2017-03-28
2017,Mar,28,Cabernet Franc,-15.7,Black Sage,8.15,2017-03-28
2017,Mar,28,Cabernet Franc,-16.3,Oliver east,8.15,2017-03-28
2017,Mar,28,Pinot noir,-19.4,Osoyoos northeast,8.15,2017-03-28
2017,Mar,28,Riesling,-15.4,Naramata Bench,8.15,2017-03-28
2017,Mar,28,Riesling,-18.4,Black Sage,8.15,2017-03-28
2017,Mar,28,Pinot noir,-17.5,Black Sage,8.15,2017-03-28
2017,Mar,28,Pinot gris,-17.9,"OK Falls, east",8.15,2017-03-28
2017,Mar,28,Pinot gris,-17,Oliver east,8.15,2017-03-28
2017,Mar,28,Pinot noir,-14.9,Naramata Bench,8.15,2017-03-28
2017,Mar,28,Pinot noir,-16.2,Kelowna,8.15,2017-03-28
2017,Apr,11,Cabernet Sauvignon,-11.3,"Osoyoos, southeast ",2.6,2017-04-11
2017,Apr,11,Cabernet Sauvignon,-13.6,Osoyoos northeast,2.6,2017-04-11
2017,Apr,11,Cabernet Sauvignon,-13.8,Osoyoos northeast,2.6,2017-04-11
2017,Apr,11,Cabernet Sauvignon,-13.6,Black Sage,2.6,2017-04-11
2017,Apr,11,Cabernet Franc,-12.5,Black Sage,2.6,2017-04-11
2017,Apr,11,Cabernet Franc,-13.2,Oliver east,2.6,2017-04-11
2017,Apr,11,Merlot,-12.8,"Oliver, west",2.6,2017-04-11
2017,Apr,11,Merlot,-13.1,Osoyoos northeast,2.6,2017-04-11
2017,Apr,11,Pinot blanc,-14.2,Black Sage,2.6,2017-04-11
2017,Apr,11,Pinot blanc,-15.6,Oliver east,2.6,2017-04-11
2017,Apr,11,Chardonnay,-13.6,Naramata Bench,2.6,2017-04-11
2017,Apr,11,Chardonnay,-13.7,"OK Falls, east",2.6,2017-04-11
2017,Apr,11,Chardonnay,-13.7,Oliver east,2.6,2017-04-11
2017,Apr,11,Gewurztraminer,-13,Kelowna,2.6,2017-04-11
2017,Apr,11,Gewurztraminer,-14,"OK Falls, west",2.6,2017-04-11
2017,Apr,11,Gewurztraminer,-14.3,Oliver east,2.6,2017-04-11
2017,Apr,11,Pinot noir,-14.9,Osoyoos northeast,2.6,2017-04-11
2017,Apr,11,Riesling,-12.9,Naramata Bench,2.6,2017-04-11
2017,Apr,11,Riesling,-14.5,Black Sage,2.6,2017-04-11
2017,Apr,11,Riesling,-17,Black Sage,2.6,2017-04-11
2017,Apr,11,Riesling,-12.5,West Kelowna,2.6,2017-04-11
2017,Apr,11,Riesling,-15.7,Oliver east,2.6,2017-04-11
2017,Apr,11,Sauvignon blanc,-13.9,Oliver east,2.6,2017-04-11
2017,Apr,11,Sauvignon blanc,-15.3,Oliver east,2.6,2017-04-11
2017,Apr,11,Shiraz,-13.1,"Osoyoos, southeast ",2.6,2017-04-11
2017,Apr,11,Shiraz,-14.7,Black Sage,2.6,2017-04-11
2017,Apr,11,Shiraz,-12.3,Osoyoos northeast,2.6,2017-04-11
2017,Apr,11,Shiraz,-13.6,Osoyoos northeast,2.6,2017-04-11
2017,Apr,11,Pinot gris,-14.7,Black Sage,2.6,2017-04-11
2017,Apr,11,Pinot gris,-11.9,Naramata Bench,2.6,2017-04-11
2017,Apr,11,Pinot gris,-15.2,"OK Falls, east",2.6,2017-04-11
2017,Apr,11,Pinot gris,-14.1,Oliver east,2.6,2017-04-11
2017,Apr,11,Pinot noir,-12.3,Naramata Bench,2.6,2017-04-11
2017,Apr,11,Pinot noir,-13.7,Black Sage,2.6,2017-04-11
2017,Apr,11,Pinot noir,-12.9,Kelowna,2.6,2017-04-11
2017,Nov,7,Cabernet Franc,-20.9,Oliver east,-5.2,2017-11-07
2017,Nov,7,Cabernet Franc,-21.1,Black Sage,-5.2,2017-11-07
2017,Nov,7,Cabernet Franc,-20.1,Black Sage,-5.2,2017-11-07
2017,Nov,7,Cabernet Franc,-19.9,"Osoyoos, southeast ",-5.2,2017-11-07
2017,Nov,7,Chardonnay,-22.1,Naramata Bench,-5.2,2017-11-07
2017,Nov,7,Chardonnay,-22.1,"Osoyoos, southeast ",-5.2,2017-11-07
2017,Nov,7,Chardonnay,-21.9,"Oliver, south",-5.2,2017-11-07
2017,Nov,7,Gewurztraminer,-19.7,"OK Falls, west",-5.2,2017-11-07
2017,Nov,7,Gewurztraminer,-19.7,Oliver east,-5.2,2017-11-07
2017,Nov,7,Cabernet Franc,-19.7,"Osoyoos, north",-5.2,2017-11-07
2017,Nov,7,Cabernet Sauvignon,-19.8,Osoyoos northeast,-5.2,2017-11-07
2017,Nov,7,Cabernet Sauvignon,-17.7,Osoyoos northeast,-5.2,2017-11-07
2017,Nov,7,Cabernet Sauvignon,-19.3,Black Sage,-5.2,2017-11-07
2017,Nov,7,Cabernet Sauvignon,-20,"Osoyoos, southeast ",-5.2,2017-11-07
2017,Nov,7,Chardonnay,-21.5,"OK Falls, east",-5.2,2017-11-07
2017,Nov,7,Chardonnay,-22.2,Oliver east,-5.2,2017-11-07
2017,Nov,7,Chardonnay,-21.9,Black Sage,-5.2,2017-11-07
2017,Nov,7,Merlot,-20.6,Osoyoos northeast,-5.2,2017-11-07
2017,Nov,7,Merlot,-20.8,Oliver east,-5.2,2017-11-07
2017,Nov,7,Merlot,-19.5,"Oliver, west",-5.2,2017-11-07
2017,Nov,7,Merlot,-20.5,Osoyoos west,-5.2,2017-11-07
2017,Nov,7,Merlot,-19.2,"Osoyoos, southeast ",-5.2,2017-11-07
2017,Nov,7,Merlot,-20,Black Sage,-5.2,2017-11-07
2017,Nov,7,Merlot,-20.8,Black Sage,-5.2,2017-11-07
2017,Nov,7,Pinot blanc,-21.1,Oliver east,-5.2,2017-11-07
2017,Nov,7,Pinot blanc,-21.6,Black Sage,-5.2,2017-11-07
2017,Nov,7,Pinot gris,-22.7,"OK Falls, east",-5.2,2017-11-07
2017,Nov,7,Pinot gris,-21.3,Oliver east,-5.2,2017-11-07
2017,Nov,7,Pinot gris,-22.3,Black Sage,-5.2,2017-11-07
2017,Nov,7,Pinot gris,-20.7,Naramata Bench,-5.2,2017-11-07
2017,Nov,7,Pinot gris,-22.3,Oliver east,-5.2,2017-11-07
2017,Nov,7,Pinot noir,-22.1,Osoyoos northeast,-5.2,2017-11-07
2017,Nov,7,Pinot noir,-20.4,Kelowna,-5.2,2017-11-07
2017,Nov,7,Pinot noir,-21,Naramata Bench,-5.2,2017-11-07
2017,Nov,7,Pinot noir,-22,Black Sage,-5.2,2017-11-07
2017,Nov,7,Riesling,-20.7,Oliver east,-5.2,2017-11-07
2017,Nov,7,Riesling,-23.2,Black Sage,-5.2,2017-11-07
2017,Nov,7,Riesling,-20.3,West Kelowna,-5.2,2017-11-07
2017,Nov,7,Riesling,-20.9,Naramata Bench,-5.2,2017-11-07
2017,Nov,7,Riesling,-21.2,Black Sage,-5.2,2017-11-07
2017,Nov,7,Sauvignon blanc,-20.7,Black Sage,-5.2,2017-11-07
2017,Nov,7,Sauvignon blanc,-19.1,Black Sage,-5.2,2017-11-07
2017,Nov,7,Sauvignon blanc,-20.6,Black Sage,-5.2,2017-11-07
2017,Nov,7,Sauvignon blanc,-19,Black Sage,-5.2,2017-11-07
2017,Nov,7,Sauvignon blanc,-20.5,Oliver east,-5.2,2017-11-07
2017,Nov,7,Sauvignon blanc,-20.9,Oliver east,-5.2,2017-11-07
2017,Nov,7,Sauvignon blanc,-18.8,Osoyoos northeast,-5.2,2017-11-07
2017,Nov,7,Sauvignon blanc,-19.4,Osoyoos northeast,-5.2,2017-11-07
2017,Nov,7,Sauvignon blanc,-19.5,Osoyoos northeast,-5.2,2017-11-07
2017,Nov,7,Sauvignon blanc,-20.8,Oliver east,-5.2,2017-11-07
2017,Nov,7,Gewurztraminer,-18.8,Kelowna,-5.2,2017-11-07
2017,Nov,7,Malbec,-21.3,"Osoyoos, north",-5.2,2017-11-07
2017,Nov,7,Merlot,-19.8,Osoyoos northeast,-5.2,2017-11-07
2017,Nov,7,Merlot,-20.3,Black Sage,-5.2,2017-11-07
2017,Nov,7,Merlot,-21.1,Osoyoos northeast,-5.2,2017-11-07
2017,Nov,7,Merlot,-20.3,Osoyoos northeast,-5.2,2017-11-07
2017,Nov,7,Merlot,-21.1,Osoyoos northeast,-5.2,2017-11-07
2017,Nov,7,Viognier,-21.3,Osoyoos west,-5.2,2017-11-07
2017,Nov,7,Shiraz,-18.4,Osoyoos northeast,-5.2,2017-11-07
2017,Nov,7,Shiraz,-19.6,Black Sage,-5.2,2017-11-07
2017,Nov,7,Sauvignon blanc,-21.1,Oliver east,-5.2,2017-11-07
2017,Nov,7,Shiraz,-17.7,Osoyoos northeast,-5.2,2017-11-07
2017,Nov,7,Shiraz,-18.3,"Osoyoos, southeast ",-5.2,2017-11-07
2017,Nov,7,Shiraz,-21.3,"Osoyoos, southeast ",-5.2,2017-11-07
2017,Nov,7,Shiraz,-17.8,"Osoyoos, southeast ",-5.2,2017-11-07
2017,Nov,21,Cabernet Franc,-19.4,Black Sage,3.85,2017-11-21
2017,Nov,21,Cabernet Franc,-20.5,Black Sage,3.85,2017-11-21
2017,Nov,21,Cabernet Sauvignon,-18.8,Osoyoos northeast,3.85,2017-11-21
2017,Nov,21,Cabernet Franc,-21.7,"Osoyoos, southeast ",3.85,2017-11-21
2017,Nov,21,Cabernet Franc,-21.1,"Osoyoos, north",3.85,2017-11-21
2017,Nov,21,Cabernet Sauvignon,-20.5,Osoyoos northeast,3.85,2017-11-21
2017,Nov,21,Chardonnay,-21.9,"Oliver, south",3.85,2017-11-21
2017,Nov,21,Gewurztraminer,-20.5,"OK Falls, west",3.85,2017-11-21
2017,Nov,21,Gewurztraminer,-20.4,Oliver east,3.85,2017-11-21
2017,Nov,21,Gewurztraminer,-19.1,Kelowna,3.85,2017-11-21
2017,Nov,21,Malbec,-20,"Osoyoos, north",3.85,2017-11-21
2017,Nov,21,Merlot,-20.3,Osoyoos northeast,3.85,2017-11-21
2017,Nov,21,Cabernet Sauvignon,-19.1,Black Sage,3.85,2017-11-21
2017,Nov,21,Cabernet Sauvignon,-20.3,"Osoyoos, southeast ",3.85,2017-11-21
2017,Nov,21,Chardonnay,-22,"OK Falls, east",3.85,2017-11-21
2017,Nov,21,Chardonnay,-22.3,Oliver east,3.85,2017-11-21
2017,Nov,21,Chardonnay,-22,Black Sage,3.85,2017-11-21
2017,Nov,21,Chardonnay,-22.1,Naramata Bench,3.85,2017-11-21
2017,Nov,21,Chardonnay,-22.8,"Osoyoos, southeast ",3.85,2017-11-21
2017,Nov,21,Merlot,-21.9,Osoyoos west,3.85,2017-11-21
2017,Nov,21,Merlot,-20.8,"Osoyoos, southeast ",3.85,2017-11-21
2017,Nov,21,Merlot,-18.2,Black Sage,3.85,2017-11-21
2017,Nov,21,Merlot,-21.4,Black Sage,3.85,2017-11-21
2017,Nov,21,Pinot blanc,-21.8,Oliver east,3.85,2017-11-21
2017,Nov,21,Pinot blanc,-21.6,Black Sage,3.85,2017-11-21
2017,Nov,21,Merlot,-20.9,Black Sage,3.85,2017-11-21
2017,Nov,21,Merlot,-22.2,Osoyoos northeast,3.85,2017-11-21
2017,Nov,21,Merlot,-21.4,Osoyoos northeast,3.85,2017-11-21
2017,Nov,21,Merlot,-21.5,Osoyoos northeast,3.85,2017-11-21
2017,Nov,21,Merlot,-21.1,Osoyoos northeast,3.85,2017-11-21
2017,Nov,21,Merlot,-20.5,Oliver east,3.85,2017-11-21
2017,Nov,21,Merlot,-19.4,"Oliver, west",3.85,2017-11-21
2017,Nov,21,Cabernet Franc,-20.6,Oliver east,3.85,2017-11-21
2017,Nov,21,Pinot noir,-21.7,Black Sage,3.85,2017-11-21
2017,Nov,21,Riesling,-21.4,Oliver east,3.85,2017-11-21
2017,Nov,21,Riesling,-21.5,Black Sage,3.85,2017-11-21
2017,Nov,21,Riesling,-20.3,West Kelowna,3.85,2017-11-21
2017,Nov,21,Riesling,-21.3,Naramata Bench,3.85,2017-11-21
2017,Nov,21,Riesling,-21.9,Black Sage,3.85,2017-11-21
2017,Nov,21,Sauvignon blanc,-20.1,Black Sage,3.85,2017-11-21
2017,Nov,21,Sauvignon blanc,-20.7,Black Sage,3.85,2017-11-21
2017,Nov,21,Sauvignon blanc,-20.7,Black Sage,3.85,2017-11-21
2017,Nov,21,Sauvignon blanc,-19.7,Black Sage,3.85,2017-11-21
2017,Nov,21,Sauvignon blanc,-20.6,Oliver east,3.85,2017-11-21
2017,Nov,21,Sauvignon blanc,-21,Oliver east,3.85,2017-11-21
2017,Nov,21,Sauvignon blanc,-20,Osoyoos northeast,3.85,2017-11-21
2017,Nov,21,Sauvignon blanc,-20.8,Osoyoos northeast,3.85,2017-11-21
2017,Nov,21,Sauvignon blanc,-20.6,Osoyoos northeast,3.85,2017-11-21
2017,Nov,21,Sauvignon blanc,-21.9,Oliver east,3.85,2017-11-21
2017,Nov,21,Sauvignon blanc,-21,Oliver east,3.85,2017-11-21
2017,Nov,21,Shiraz,-18,Osoyoos northeast,3.85,2017-11-21
2017,Nov,21,Shiraz,-18.7,Osoyoos northeast,3.85,2017-11-21
2017,Nov,21,Shiraz,-19.5,Black Sage,3.85,2017-11-21
2017,Nov,21,Shiraz,-20.9,"Osoyoos, southeast ",3.85,2017-11-21
2017,Nov,21,Shiraz,-18.1,"Osoyoos, southeast ",3.85,2017-11-21
2017,Nov,21,Shiraz,-18.7,"Osoyoos, southeast ",3.85,2017-11-21
2017,Nov,21,Viognier,-21.9,Osoyoos west,3.85,2017-11-21
2017,Nov,21,Pinot noir,-22.6,Osoyoos northeast,3.85,2017-11-21
2017,Nov,21,Pinot noir,-21.3,Kelowna,3.85,2017-11-21
2017,Nov,21,Pinot noir,-20.2,Naramata Bench,3.85,2017-11-21
2017,Nov,21,Pinot gris,-20.1,Naramata Bench,3.85,2017-11-21
2017,Nov,21,Pinot gris,-22.3,"OK Falls, east",3.85,2017-11-21
2017,Nov,21,Pinot gris,-22.2,Oliver east,3.85,2017-11-21
2017,Nov,21,Pinot gris,-22.3,Black Sage,3.85,2017-11-21
2017,Nov,21,Pinot gris,-23.2,Oliver east,3.85,2017-11-21
2017,Dec,5,Cabernet Franc,-22.6,"Osoyoos, southeast ",-0.6,2017-12-05
2017,Dec,5,Cabernet Sauvignon,-22.6,Osoyoos northeast,-0.6,2017-12-05
2017,Dec,5,Cabernet Sauvignon,-21.1,Osoyoos northeast,-0.6,2017-12-05
2017,Dec,5,Cabernet Sauvignon,-21.5,Black Sage,-0.6,2017-12-05
2017,Dec,5,Cabernet Franc,-21.6,"Osoyoos, north",-0.6,2017-12-05
2017,Dec,5,Cabernet Franc,-23.4,Oliver east,-0.6,2017-12-05
2017,Dec,5,Cabernet Franc,-23.4,Black Sage,-0.6,2017-12-05
2017,Dec,5,Cabernet Franc,-22.3,Black Sage,-0.6,2017-12-05
2017,Dec,5,Sauvignon blanc,-22.4,Oliver east,-0.6,2017-12-05
2017,Dec,5,Shiraz,-20.6,Osoyoos northeast,-0.6,2017-12-05
2017,Dec,5,Shiraz,-20.2,Osoyoos northeast,-0.6,2017-12-05
2017,Dec,5,Shiraz,-21.6,Black Sage,-0.6,2017-12-05
2017,Dec,5,Shiraz,-21.9,"Osoyoos, southeast ",-0.6,2017-12-05
2017,Dec,5,Shiraz,-21.2,"Osoyoos, southeast ",-0.6,2017-12-05
2017,Dec,5,Shiraz,-22.1,"Osoyoos, southeast ",-0.6,2017-12-05
2017,Dec,5,Viognier,-24.4,Osoyoos west,-0.6,2017-12-05
2017,Dec,5,Merlot,-22.5,Osoyoos northeast,-0.6,2017-12-05
2017,Dec,5,Merlot,-23.1,Osoyoos northeast,-0.6,2017-12-05
2017,Dec,5,Merlot,-22.6,Oliver east,-0.6,2017-12-05
2017,Dec,5,Merlot,-19.3,"Oliver, west",-0.6,2017-12-05
2017,Dec,5,Merlot,-22.3,Osoyoos west,-0.6,2017-12-05
2017,Dec,5,Merlot,-22,"Osoyoos, southeast ",-0.6,2017-12-05
2017,Dec,5,Merlot,-22.5,Black Sage,-0.6,2017-12-05
2017,Dec,5,Merlot,-22.7,Black Sage,-0.6,2017-12-05
2017,Dec,5,Pinot blanc,-23.4,Oliver east,-0.6,2017-12-05
2017,Dec,5,Pinot blanc,-23.5,Black Sage,-0.6,2017-12-05
2017,Dec,5,Pinot gris,-23.7,"OK Falls, east",-0.6,2017-12-05
2017,Dec,5,Pinot gris,-23.2,Oliver east,-0.6,2017-12-05
2017,Dec,5,Pinot gris,-23.5,Black Sage,-0.6,2017-12-05
2017,Dec,5,Pinot gris,-22.9,Naramata Bench,-0.6,2017-12-05
2017,Dec,5,Pinot gris,-24.7,Oliver east,-0.6,2017-12-05
